 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.99244000E+01  0.33925288E+06  0.33932743E+06  0.33955099E+06  0.12319511E+05  0.31003423E+05  0.34111181E+05
  0.99289000E+01  0.33610851E+06  0.33625913E+06  0.33648493E+06  0.12325097E+05  0.31017481E+05  0.34126648E+05
  0.99334000E+01  0.33308064E+06  0.33315671E+06  0.33338482E+06  0.12330683E+05  0.31031539E+05  0.34142115E+05
  0.99378000E+01  0.33009274E+06  0.33024638E+06  0.33039995E+06  0.12336145E+05  0.31045284E+05  0.34157239E+05
  0.99423000E+01  0.32723047E+06  0.32730804E+06  0.32754064E+06  0.12341731E+05  0.31059342E+05  0.33421565E+05
  0.99467000E+01  0.32449087E+06  0.32456916E+06  0.32472569E+06  0.12347193E+05  0.31073087E+05  0.33436356E+05
  0.99512000E+01  0.32180510E+06  0.32188412E+06  0.32212106E+06  0.12352779E+05  0.31087145E+05  0.33451483E+05
  0.99556000E+01  0.31924791E+06  0.31932763E+06  0.31956668E+06  0.12358241E+05  0.31100890E+05  0.33466274E+05
  0.99601000E+01  0.31682934E+06  0.31690975E+06  0.31715083E+06  0.12363827E+05  0.31114948E+05  0.33481401E+05
  0.99645000E+01  0.31462763E+06  0.31470867E+06  0.31487068E+06  0.12369289E+05  0.31128694E+05  0.33496192E+05
  0.99690000E+01  0.31257277E+06  0.31265442E+06  0.31281764E+06  0.12374875E+05  0.31142751E+05  0.33511319E+05
  0.99734000E+01  0.31057952E+06  0.31066176E+06  0.31090835E+06  0.12380336E+05  0.31156497E+05  0.32755291E+05
  0.99779000E+01  0.30890401E+06  0.30898677E+06  0.30915223E+06  0.12385922E+05  0.31170555E+05  0.32770071E+05
  0.99824000E+01  0.30729942E+06  0.30738269E+06  0.30763235E+06  0.12391509E+05  0.30352873E+05  0.32784850E+05
  0.99868000E+01  0.30593151E+06  0.30601522E+06  0.30618258E+06  0.12396970E+05  0.30366252E+05  0.32799301E+05
  0.99913000E+01  0.30472621E+06  0.30481033E+06  0.30497850E+06  0.12402556E+05  0.30379935E+05  0.32814080E+05
  0.99957000E+01  0.30376424E+06  0.30384870E+06  0.30401755E+06  0.12408018E+05  0.30393313E+05  0.32828531E+05
  0.10000200E+02  0.30296994E+06  0.30296994E+06  0.30322415E+06  0.12413604E+05  0.30406996E+05  0.32843310E+05
  0.10004600E+02  0.30233901E+06  0.30233901E+06  0.30250901E+06  0.12419066E+05  0.30420375E+05  0.32857761E+05
  0.10009100E+02  0.30187899E+06  0.30196421E+06  0.30213457E+06  0.12424652E+05  0.30434058E+05  0.32080314E+05
  0.10013500E+02  0.30158507E+06  0.30167044E+06  0.30184112E+06  0.12430114E+05  0.30447437E+05  0.32094416E+05
  0.10018000E+02  0.30146421E+06  0.30154970E+06  0.30172060E+06  0.12435700E+05  0.30461120E+05  0.32108839E+05
  0.10022400E+02  0.30159662E+06  0.30168214E+06  0.30176764E+06  0.12441162E+05  0.30474499E+05  0.32122942E+05
  0.10026900E+02  0.30181760E+06  0.30190313E+06  0.30207414E+06  0.12446748E+05  0.30488181E+05  0.32137365E+05
  0.10031400E+02  0.30220970E+06  0.30229521E+06  0.30238069E+06  0.12452334E+05  0.30501864E+05  0.32151788E+05
  0.10035800E+02  0.30276972E+06  0.30276972E+06  0.30294054E+06  0.12457796E+05  0.30515243E+05  0.32165890E+05
  0.10040300E+02  0.30341787E+06  0.30350318E+06  0.30358847E+06  0.12463382E+05  0.30528926E+05  0.32180314E+05
  0.10044700E+02  0.30423297E+06  0.30423297E+06  0.30440327E+06  0.12468844E+05  0.30542305E+05  0.32194416E+05
  0.10049200E+02  0.30513519E+06  0.30513519E+06  0.30530514E+06  0.12474430E+05  0.30555988E+05  0.32208839E+05
  0.10053600E+02  0.30603314E+06  0.30611794E+06  0.30620273E+06  0.12479892E+05  0.30569366E+05  0.32222942E+05
  0.10058100E+02  0.30710214E+06  0.30718673E+06  0.30727130E+06  0.12485478E+05  0.30583049E+05  0.32237365E+05
  0.10062500E+02  0.30825047E+06  0.30825047E+06  0.30833482E+06  0.12490939E+05  0.29734383E+05  0.32251467E+05
  0.10067000E+02  0.30931530E+06  0.30939944E+06  0.30948355E+06  0.12496525E+05  0.29747681E+05  0.32265890E+05
  0.10071400E+02  0.31045903E+06  0.31054292E+06  0.31062680E+06  0.12501987E+05  0.29760683E+05  0.32279993E+05
  0.10075900E+02  0.31160346E+06  0.31160346E+06  0.31168712E+06  0.12507573E+05  0.29773980E+05  0.32294416E+05
  0.10080400E+02  0.31274555E+06  0.31274555E+06  0.31282898E+06  0.12513159E+05  0.29787277E+05  0.31490761E+05
  0.10084800E+02  0.31371575E+06  0.31379900E+06  0.31388222E+06  0.12518621E+05  0.29800279E+05  0.31504506E+05
  0.10089300E+02  0.31468758E+06  0.31477065E+06  0.31485369E+06  0.12524207E+05  0.29813577E+05  0.32337364E+05
  0.10093700E+02  0.31557193E+06  0.31565484E+06  0.31573772E+06  0.12529669E+05  0.29826578E+05  0.32351467E+05
  0.10098200E+02  0.31637554E+06  0.31637554E+06  0.31645830E+06  0.12535255E+05  0.29839876E+05  0.32365890E+05
  0.10102600E+02  0.31700988E+06  0.31700988E+06  0.31709255E+06  0.12540717E+05  0.29852878E+05  0.32379992E+05
  0.10107100E+02  0.31748180E+06  0.31748180E+06  0.31756442E+06  0.12546303E+05  0.29866175E+05  0.32394415E+05
  0.10111500E+02  0.31778531E+06  0.31786792E+06  0.31786792E+06  0.12551765E+05  0.29879177E+05  0.32408518E+05
  0.10116000E+02  0.31792673E+06  0.31800939E+06  0.31800939E+06  0.12557351E+05  0.29892474E+05  0.32422941E+05
  0.10120400E+02  0.31789957E+06  0.31789957E+06  0.31798230E+06  0.12562813E+05  0.29905476E+05  0.32437043E+05
  0.10124900E+02  0.31762676E+06  0.31770963E+06  0.31770963E+06  0.12568399E+05  0.29918774E+05  0.32451466E+05
  0.10129400E+02  0.31718692E+06  0.31718692E+06  0.31726999E+06  0.12573985E+05  0.29932071E+05  0.32465889E+05
  0.10133800E+02  0.31649248E+06  0.31649248E+06  0.31657580E+06  0.12579447E+05  0.29945073E+05  0.32479992E+05
  0.10138300E+02  0.31563101E+06  0.31563101E+06  0.31571464E+06  0.12585033E+05  0.29958370E+05  0.32494415E+05
  0.10142700E+02  0.31451045E+06  0.31451045E+06  0.31459445E+06  0.12590495E+05  0.29971372E+05  0.32508517E+05
  0.10147200E+02  0.31313360E+06  0.31313360E+06  0.31321804E+06  0.12596081E+05  0.29984669E+05  0.32522940E+05
  0.10151600E+02  0.31157510E+06  0.31166003E+06  0.31166003E+06  0.12601542E+05  0.29997671E+05  0.32537043E+05
  0.10156100E+02  0.30983798E+06  0.30983798E+06  0.30992346E+06  0.12607128E+05  0.30010969E+05  0.32551466E+05
  0.10160500E+02  0.30791257E+06  0.30791257E+06  0.30791257E+06  0.12612590E+05  0.30023970E+05  0.32565568E+05
  0.10165000E+02  0.30571422E+06  0.30571422E+06  0.30580101E+06  0.12618176E+05  0.30037268E+05  0.32579991E+05
  0.10169400E+02  0.30340532E+06  0.30340532E+06  0.30340532E+06  0.12623638E+05  0.30050270E+05  0.32594094E+05
  0.10173900E+02  0.30090082E+06  0.30090082E+06  0.30090082E+06  0.12629224E+05  0.30063567E+05  0.32608517E+05
  0.10178300E+02  0.29818930E+06  0.29818930E+06  0.29827851E+06  0.12634686E+05  0.30076569E+05  0.32622619E+05
  0.10182800E+02  0.29536073E+06  0.29545087E+06  0.29545087E+06  0.12640272E+05  0.30089866E+05  0.32637042E+05
  0.10187300E+02  0.29249955E+06  0.29249955E+06  0.29249955E+06  0.12645858E+05  0.30103164E+05  0.31824712E+05
  0.10191700E+02  0.28941767E+06  0.28941767E+06  0.28950983E+06  0.12651320E+05  0.30116166E+05  0.31838457E+05
  0.10196200E+02  0.28629985E+06  0.28629985E+06  0.28639309E+06  0.12656906E+05  0.30129463E+05  0.31852515E+05
  0.10200600E+02  0.28304476E+06  0.28304476E+06  0.28313915E+06  0.12662368E+05  0.30142465E+05  0.31866260E+05
  0.10205100E+02  0.27974866E+06  0.27984425E+06  0.27984425E+06  0.12667954E+05  0.30155762E+05  0.31880318E+05
  0.10209500E+02  0.27640446E+06  0.27650129E+06  0.27650129E+06  0.12673416E+05  0.30168764E+05  0.31894064E+05
  0.10214000E+02  0.27311406E+06  0.27311406E+06  0.27321214E+06  0.12679002E+05  0.30182061E+05  0.31908122E+05
  0.10218400E+02  0.26967540E+06  0.26977482E+06  0.26977482E+06  0.12684464E+05  0.30195063E+05  0.31921867E+05
  0.10222900E+02  0.26628954E+06  0.26639031E+06  0.26639031E+06  0.12690050E+05  0.30208361E+05  0.31935925E+05
  0.10227300E+02  0.26295344E+06  0.26295344E+06  0.26305558E+06  0.12695512E+05  0.30221362E+05  0.31949670E+05
  0.10231800E+02  0.25957099E+06  0.25957099E+06  0.25967455E+06  0.12701098E+05  0.30234660E+05  0.31963728E+05
  0.10236300E+02  0.25624270E+06  0.25624270E+06  0.25634770E+06  0.12706684E+05  0.30247957E+05  0.31124891E+05
  0.10240700E+02  0.25296850E+06  0.25296850E+06  0.25307495E+06  0.12712145E+05  0.30260959E+05  0.31138270E+05
  0.10245200E+02  0.24975587E+06  0.24975587E+06  0.24975587E+06  0.12717731E+05  0.30274256E+05  0.31151953E+05
  0.10249600E+02  0.24649306E+06  0.24660249E+06  0.24660249E+06  0.12723193E+05  0.30287258E+05  0.31165332E+05
  0.10254100E+02  0.24340497E+06  0.24340497E+06  0.24351589E+06  0.12728779E+05  0.29395857E+05  0.31179015E+05
  0.10258500E+02  0.24038164E+06  0.24038164E+06  0.24049405E+06  0.12734241E+05  0.29408470E+05  0.31192393E+05
  0.10263000E+02  0.23731669E+06  0.23743064E+06  0.23743064E+06  0.12739827E+05  0.29421371E+05  0.31206076E+05
  0.10267400E+02  0.23443480E+06  0.23443480E+06  0.23455026E+06  0.12745289E+05  0.29433984E+05  0.31219455E+05
  0.10271900E+02  0.23163115E+06  0.23163115E+06  0.23174811E+06  0.12750875E+05  0.29446885E+05  0.31233138E+05
  0.10276300E+02  0.22890428E+06  0.22890428E+06  0.22902273E+06  0.12756337E+05  0.29459498E+05  0.30366156E+05
  0.10280800E+02  0.22626185E+06  0.22626185E+06  0.22638179E+06  0.12761923E+05  0.29472399E+05  0.30379453E+05
  0.10285300E+02  0.22370483E+06  0.22370483E+06  0.22370483E+06  0.12767509E+05  0.29485299E+05  0.30392751E+05
  0.10289700E+02  0.22123435E+06  0.22123435E+06  0.22123435E+06  0.12772971E+05  0.29497913E+05  0.30405753E+05
  0.10294200E+02  0.21873366E+06  0.21885805E+06  0.21885805E+06  0.12778557E+05  0.29510813E+05  0.30419050E+05
  0.10298600E+02  0.21644921E+06  0.21644921E+06  0.21657501E+06  0.12784019E+05  0.29523427E+05  0.30432052E+05
  0.10303100E+02  0.21426565E+06  0.21426565E+06  0.21439284E+06  0.12789605E+05  0.29536327E+05  0.30445349E+05
  0.10307500E+02  0.21205354E+06  0.21218218E+06  0.21218218E+06  0.12795067E+05  0.29548941E+05  0.30458351E+05
  0.10312000E+02  0.21007635E+06  0.21007635E+06  0.21007635E+06  0.12800653E+05  0.29561841E+05  0.29561841E+05
  0.10316400E+02  0.20807473E+06  0.20807473E+06  0.20820605E+06  0.12806115E+05  0.29574455E+05  0.29574455E+05
  0.10320900E+02  0.20618481E+06  0.20618481E+06  0.20618481E+06  0.12811701E+05  0.29587355E+05  0.29587355E+05
  0.10325300E+02  0.20440595E+06  0.20440595E+06  0.20440595E+06  0.12817162E+05  0.29599969E+05  0.29599969E+05
  0.10329800E+02  0.20261025E+06  0.20261025E+06  0.20261025E+06  0.12822748E+05  0.29612869E+05  0.29612869E+05
  0.10334300E+02  0.20093174E+06  0.20093174E+06  0.20093174E+06  0.12828334E+05  0.29625770E+05  0.29625770E+05
  0.10338700E+02  0.19937183E+06  0.19937183E+06  0.19937183E+06  0.12833796E+05  0.29638383E+05  0.29638383E+05
  0.10343200E+02  0.19779873E+06  0.19779873E+06  0.19779873E+06  0.12839382E+05  0.29651284E+05  0.29651284E+05
  0.10347600E+02  0.19634834E+06  0.19634834E+06  0.19634834E+06  0.12844844E+05  0.29663897E+05  0.29663897E+05
  0.10352100E+02  0.19502760E+06  0.19502760E+06  0.19502760E+06  0.12850430E+05  0.29676798E+05  0.28734436E+05
  0.10356500E+02  0.19369355E+06  0.19369355E+06  0.19369355E+06  0.12855892E+05  0.29689411E+05  0.28746649E+05
  0.10361000E+02  0.19234970E+06  0.19234970E+06  0.19234970E+06  0.12861478E+05  0.29702312E+05  0.28759139E+05
  0.10365400E+02  0.19113651E+06  0.19113651E+06  0.19113651E+06  0.12866940E+05  0.29714925E+05  0.28771353E+05
  0.10369900E+02  0.19006057E+06  0.19006057E+06  0.19006057E+06  0.12872526E+05  0.29727826E+05  0.28783843E+05
  0.10374300E+02  0.18897469E+06  0.18897469E+06  0.18897469E+06  0.12877988E+05  0.29740439E+05  0.28796056E+05
  0.10378800E+02  0.18802957E+06  0.18802957E+06  0.18788239E+06  0.12883574E+05  0.29753340E+05  0.28808547E+05
  0.10383300E+02  0.18707792E+06  0.18707792E+06  0.18692985E+06  0.12889160E+05  0.29766240E+05  0.28821038E+05
  0.10387700E+02  0.18611783E+06  0.18611783E+06  0.18611783E+06  0.12894622E+05  0.29778854E+05  0.27855567E+05
  0.10392200E+02  0.18530255E+06  0.18530255E+06  0.18515281E+06  0.12900208E+05  0.29791754E+05  0.27867634E+05
  0.10396600E+02  0.18448037E+06  0.18448037E+06  0.18448037E+06  0.12905670E+05  0.29804368E+05  0.27879433E+05
  0.10401100E+02  0.18380598E+06  0.18380598E+06  0.18365477E+06  0.12911256E+05  0.29817268E+05  0.27891500E+05
  0.10405500E+02  0.18312608E+06  0.18312608E+06  0.18297417E+06  0.12916718E+05  0.29829882E+05  0.27903299E+05
  0.10410000E+02  0.18244413E+06  0.18244413E+06  0.18229153E+06  0.12922304E+05  0.29842782E+05  0.27915366E+05
  0.10414400E+02  0.18190978E+06  0.18190978E+06  0.18175660E+06  0.12927765E+05  0.29855396E+05  0.27927165E+05
  0.10418900E+02  0.18137460E+06  0.18137460E+06  0.18122082E+06  0.12933351E+05  0.29868296E+05  0.27939232E+05
  0.10423300E+02  0.18083506E+06  0.18083506E+06  0.18068070E+06  0.12938813E+05  0.29880910E+05  0.27951031E+05
  0.10427800E+02  0.18044945E+06  0.18044945E+06  0.18029462E+06  0.12944399E+05  0.29893810E+05  0.27963099E+05
  0.10432300E+02  0.18006224E+06  0.18006224E+06  0.17990695E+06  0.12949985E+05  0.29906710E+05  0.26957544E+05
  0.10436700E+02  0.17982733E+06  0.17982733E+06  0.17967171E+06  0.12955447E+05  0.29919324E+05  0.26968914E+05
  0.10441200E+02  0.17959335E+06  0.17959335E+06  0.17928128E+06  0.12961033E+05  0.29932224E+05  0.26980542E+05
  0.10445600E+02  0.17935683E+06  0.17935683E+06  0.17904409E+06  0.12966495E+05  0.29944838E+05  0.26991912E+05
  0.10450100E+02  0.17927773E+06  0.17912122E+06  0.17896458E+06  0.12972081E+05  0.29957738E+05  0.27003540E+05
  0.10454500E+02  0.17919664E+06  0.17903993E+06  0.17888309E+06  0.12977543E+05  0.30892732E+05  0.27014910E+05
  0.10459000E+02  0.17911700E+06  0.17911700E+06  0.17880303E+06  0.12983129E+05  0.30906029E+05  0.27026538E+05
  0.10463400E+02  0.17919235E+06  0.17903537E+06  0.17872100E+06  0.12988591E+05  0.30919031E+05  0.27037908E+05
  0.10467900E+02  0.17926942E+06  0.17911237E+06  0.17879786E+06  0.12994177E+05  0.30932328E+05  0.27049536E+05
  0.10472300E+02  0.17934477E+06  0.17934477E+06  0.17887301E+06  0.12999639E+05  0.30945330E+05  0.27060906E+05
  0.10476800E+02  0.17957888E+06  0.17942183E+06  0.17910733E+06  0.13005225E+05  0.30958627E+05  0.27072534E+05
  0.10481200E+02  0.17981127E+06  0.17965430E+06  0.17933994E+06  0.13010687E+05  0.30971629E+05  0.27083904E+05
  0.10485700E+02  0.18020214E+06  0.18004537E+06  0.17957425E+06  0.13016273E+05  0.30984927E+05  0.27095532E+05
  0.10490200E+02  0.18043617E+06  0.18027947E+06  0.17996567E+06  0.13021859E+05  0.30998224E+05  0.27107161E+05
  0.10494600E+02  0.18098132E+06  0.18082497E+06  0.18035509E+06  0.13027321E+05  0.31011226E+05  0.27118530E+05
  0.10499100E+02  0.18137137E+06  0.18121521E+06  0.18074594E+06  0.13032907E+05  0.31024523E+05  0.27130159E+05
  0.10503500E+02  0.18191522E+06  0.18175941E+06  0.18129116E+06  0.13038368E+05  0.31037525E+05  0.27141528E+05
  0.10508000E+02  0.18246001E+06  0.18230453E+06  0.18168126E+06  0.13043954E+05  0.31050822E+05  0.27153157E+05
  0.10512400E+02  0.18315729E+06  0.18284711E+06  0.18238086E+06  0.13049416E+05  0.31063824E+05  0.27164526E+05
  0.10516900E+02  0.18370017E+06  0.18354547E+06  0.18292538E+06  0.13055002E+05  0.31077122E+05  0.28202028E+05
  0.10521300E+02  0.18439476E+06  0.18424052E+06  0.18362226E+06  0.13060464E+05  0.31090124E+05  0.28213827E+05
  0.10525800E+02  0.18508957E+06  0.18493578E+06  0.18431932E+06  0.13066050E+05  0.31103421E+05  0.28225895E+05
  0.10530200E+02  0.18593432E+06  0.18562775E+06  0.18501308E+06  0.13071512E+05  0.31116423E+05  0.28237694E+05
  0.10534700E+02  0.18662566E+06  0.18647288E+06  0.18570707E+06  0.13077098E+05  0.31129720E+05  0.28249761E+05
  0.10539200E+02  0.18746776E+06  0.18716318E+06  0.18655253E+06  0.13082684E+05  0.32045901E+05  0.29253771E+05
  0.10543600E+02  0.18830563E+06  0.18800216E+06  0.18724132E+06  0.13088146E+05  0.32059279E+05  0.29265984E+05
  0.10548100E+02  0.18914288E+06  0.18884049E+06  0.18808240E+06  0.13093732E+05  0.32072962E+05  0.29278475E+05
  0.10552500E+02  0.18997595E+06  0.18967464E+06  0.18876782E+06  0.13099194E+05  0.32086341E+05  0.30251293E+05
  0.10557000E+02  0.19065841E+06  0.19035792E+06  0.18960463E+06  0.13104780E+05  0.32100024E+05  0.30264193E+05
  0.10561400E+02  0.19148734E+06  0.19118790E+06  0.19028678E+06  0.13110242E+05  0.32113403E+05  0.30276807E+05
  0.10565900E+02  0.19216665E+06  0.19186802E+06  0.19096934E+06  0.13115828E+05  0.32127086E+05  0.31221915E+05
  0.10570300E+02  0.19299153E+06  0.19254496E+06  0.19164870E+06  0.13121290E+05  0.32140465E+05  0.31234917E+05
  0.10574800E+02  0.19366776E+06  0.19322238E+06  0.19232852E+06  0.13126876E+05  0.32154147E+05  0.32154147E+05
  0.10579200E+02  0.19419289E+06  0.19389664E+06  0.19300516E+06  0.13132338E+05  0.31261216E+05  0.32167526E+05
  0.10583700E+02  0.19486690E+06  0.19442351E+06  0.19353370E+06  0.13137924E+05  0.31274514E+05  0.33063049E+05
  0.10588200E+02  0.19539232E+06  0.19494975E+06  0.19406159E+06  0.13143510E+05  0.31287811E+05  0.33077107E+05
  0.10592600E+02  0.19576812E+06  0.19532604E+06  0.19443886E+06  0.13148971E+05  0.31300813E+05  0.33950498E+05
  0.10597100E+02  0.19614558E+06  0.19570398E+06  0.19481777E+06  0.13154557E+05  0.31314110E+05  0.33964921E+05
  0.10601500E+02  0.19637407E+06  0.19607987E+06  0.19504670E+06  0.13160019E+05  0.31327112E+05  0.34818139E+05
  0.10606000E+02  0.19660441E+06  0.19631032E+06  0.19527749E+06  0.13165605E+05  0.31340410E+05  0.34832918E+05
  0.10610400E+02  0.19668598E+06  0.19639176E+06  0.19535850E+06  0.13171067E+05  0.31353411E+05  0.35667419E+05
  0.10614900E+02  0.19676939E+06  0.19647505E+06  0.19544135E+06  0.13176653E+05  0.31366709E+05  0.35682546E+05
  0.10619300E+02  0.19670378E+06  0.19640909E+06  0.19537419E+06  0.13182115E+05  0.30442791E+05  0.36499624E+05
  0.10623800E+02  0.19663978E+06  0.19619707E+06  0.19516016E+06  0.13187701E+05  0.30455691E+05  0.36515091E+05
  0.10628200E+02  0.19642607E+06  0.19598250E+06  0.19509234E+06  0.13193163E+05  0.30468305E+05  0.36530214E+05
  0.10632700E+02  0.19621351E+06  0.19576909E+06  0.19472815E+06  0.13198749E+05  0.30481205E+05  0.37331700E+05
  0.10637200E+02  0.19585194E+06  0.19540631E+06  0.19451200E+06  0.13204335E+05  0.30494106E+05  0.37347499E+05
  0.10641600E+02  0.19533831E+06  0.19504031E+06  0.19399371E+06  0.13209797E+05  0.30506719E+05  0.37362948E+05
  0.10646100E+02  0.19497356E+06  0.19452517E+06  0.19362528E+06  0.13215383E+05  0.29550495E+05  0.38149524E+05
  0.10650500E+02  0.19445581E+06  0.19400586E+06  0.19310280E+06  0.13220845E+05  0.29562708E+05  0.38165292E+05
  0.10655000E+02  0.19378715E+06  0.19348600E+06  0.19257974E+06  0.13226431E+05  0.29575198E+05  0.38181417E+05
  0.10659400E+02  0.19326416E+06  0.19296195E+06  0.19190046E+06  0.13231893E+05  0.29587412E+05  0.38197184E+05
  0.10663900E+02  0.19258901E+06  0.19228549E+06  0.19137201E+06  0.13237479E+05  0.29599902E+05  0.38213309E+05
  0.10668300E+02  0.19190844E+06  0.19160358E+06  0.19068608E+06  0.13242941E+05  0.28608021E+05  0.38986161E+05
  0.10672800E+02  0.19122601E+06  0.19091980E+06  0.18999822E+06  0.13248527E+05  0.28620089E+05  0.39002606E+05
  0.10677200E+02  0.19053809E+06  0.19023052E+06  0.18930482E+06  0.13253988E+05  0.28631888E+05  0.39018686E+05
  0.10681700E+02  0.18984821E+06  0.18953927E+06  0.18860939E+06  0.13259574E+05  0.28643955E+05  0.39035130E+05
  0.10686200E+02  0.18899944E+06  0.18884421E+06  0.18791010E+06  0.13265160E+05  0.28656022E+05  0.39051575E+05
  0.10690600E+02  0.18829949E+06  0.18798747E+06  0.18720517E+06  0.13270622E+05  0.28667821E+05  0.39067654E+05
  0.10695100E+02  0.18759741E+06  0.18728397E+06  0.18649805E+06  0.13276208E+05  0.28679888E+05  0.39084099E+05
  0.10699500E+02  0.18688967E+06  0.18657477E+06  0.18578520E+06  0.13281670E+05  0.27648001E+05  0.38340880E+05
  0.10704000E+02  0.18617970E+06  0.18586334E+06  0.18507006E+06  0.13287256E+05  0.27659630E+05  0.38357005E+05
  0.10708400E+02  0.18530513E+06  0.18514614E+06  0.18434912E+06  0.13292718E+05  0.27670999E+05  0.38372772E+05
  0.10712900E+02  0.18458634E+06  0.18442659E+06  0.18362578E+06  0.13298304E+05  0.27682628E+05  0.38388897E+05
  0.10717300E+02  0.18386170E+06  0.18370120E+06  0.18289654E+06  0.15361866E+05  0.27693997E+05  0.38404665E+05
  0.10721800E+02  0.18313462E+06  0.18297334E+06  0.18232679E+06  0.15368316E+05  0.27705626E+05  0.38420790E+05
  0.10726200E+02  0.18240161E+06  0.18223955E+06  0.18158985E+06  0.15374623E+05  0.27716995E+05  0.38436557E+05
  0.10730700E+02  0.18166603E+06  0.18150318E+06  0.18085029E+06  0.15381073E+05  0.27728624E+05  0.37675780E+05
